Blend ID(BDID),Characteristics of material,Material type,Mixing / Blending method,Molecular weight,Morphology,Name,Non-solvent,Polymer type,Polymerization information,Processing information,Remarks,Sample ID,Sequence info,Solvent,Branch/crosslink info,Glass transition temp.,comp_01_CU Chemical Strucutre,comp_01_CU formula,comp_01_Composition[%],comp_01_Composition[TLC-FID Area],comp_01_Composition[],comp_01_Composition[mol ratio of monomer repeating units],comp_01_Composition[mol ratio],comp_01_Composition[mol%],comp_01_Composition[part],comp_01_Composition[phr],comp_01_Composition[ratio],comp_01_Composition[unknown],comp_01_Composition[vol ratio],comp_01_Composition[vol%],comp_01_Composition[wt ratio],comp_01_Composition[wt%],comp_01_Formula weight(FW),comp_01_PID of Component,comp_01_Sample ID,comp_02_CU Chemical Strucutre,comp_02_CU formula,comp_02_Composition[%],comp_02_Composition[TLC-FID Area],comp_02_Composition[],comp_02_Composition[mol ratio of monomer repeating units],comp_02_Composition[mol ratio],comp_02_Composition[mol%],comp_02_Composition[part],comp_02_Composition[phr],comp_02_Composition[ratio],comp_02_Composition[unknown],comp_02_Composition[vol ratio],comp_02_Composition[vol%],comp_02_Composition[wt ratio],comp_02_Composition[wt%],comp_02_Formula weight(FW),comp_02_PID of Component,comp_02_Sample ID,comp_03_CU Chemical Strucutre,comp_03_CU formula,comp_03_Composition[%],comp_03_Composition[TLC-FID Area],comp_03_Composition[],comp_03_Composition[mol ratio of monomer repeating units],comp_03_Composition[mol ratio],comp_03_Composition[mol%],comp_03_Composition[part],comp_03_Composition[phr],comp_03_Composition[ratio],comp_03_Composition[unknown],comp_03_Composition[vol ratio],comp_03_Composition[vol%],comp_03_Composition[wt ratio],comp_03_Composition[wt%],comp_03_Formula weight(FW),comp_03_PID of Component,comp_03_Sample ID,comp_04_CU Chemical Strucutre,comp_04_CU formula,comp_04_Composition[%],comp_04_Composition[TLC-FID Area],comp_04_Composition[],comp_04_Composition[mol ratio of monomer repeating units],comp_04_Composition[mol ratio],comp_04_Composition[mol%],comp_04_Composition[part],comp_04_Composition[phr],comp_04_Composition[ratio],comp_04_Composition[unknown],comp_04_Composition[vol ratio],comp_04_Composition[vol%],comp_04_Composition[wt ratio],comp_04_Composition[wt%],comp_04_Formula weight(FW),comp_04_PID of Component,comp_04_Sample ID,Reference
BD000027,"linear,Thermoplastic,Crystal",Neat resin,"Predried PBT/VLDPE premixed in tumbler mixer for 30min, then blended in co-rotating twin screw extruder at 260C and 70rpm, quenched in cold water, then pelletized",,"Immiscible, av. particle size of VLDPE domains;1.84micron;SEM","polyethene//poly[(butane-1,4-diol)-alt-(terephthalic acid)]",,Blend,,"Injection: 250C
Shape of Test Piece: Test specimen (ASTM Std.)
Remarks: (DMA) rectangular test specimen",Compatibilizer unloaded,,,,,"['Glass transition temp. 72 [C]', 'Method: DMA', 'Condition: Frequency;1.6Hz & torsional mode', 'Remarks: tan(delta) peak temp. at alpha-transition']",,C12H12O4,80,,,,,,,,,,,,,,220.22,P090029,22123.01,,CH2,20,,,,,,,,,,,,,,14.03,P010001,22123.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saheb, D. Nabi; Jog, J. P. , Advances in Polymer Technology , 19 , 1 , 41-53 (2000)"
BD000027,"linear,Thermoplastic,Crystal",Neat resin,"Predried PBT/VLDPE premixed in tumbler mixer for 30min, then blended in co-rotating twin screw extruder at 260C and 70rpm, quenched in cold water, then pelletized",,"Immiscible, av. particle size of VLDPE domains;2.05micron;SEM","polyethene//poly[(butane-1,4-diol)-alt-(terephthalic acid)]",,Blend,,"Injection: 250C
Shape of Test Piece: Test specimen (ASTM Std.)
Remarks: (DMA) rectangular test specimen",Compatibilizer unloaded,,,,,"['Glass transition temp. 71 [C]', 'Method: DMA', 'Condition: Frequency;1.6Hz & torsional mode', 'Remarks: tan(delta) peak temp. at alpha-transition']",,C12H12O4,70,,,,,,,,,,,,,,220.22,P090029,22123.01,,CH2,30,,,,,,,,,,,,,,14.03,P010001,22123.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saheb, D. Nabi; Jog, J. P. , Advances in Polymer Technology , 19 , 1 , 41-53 (2000)"
BD000038,,Neat resin,Blend prepared by corotating twin-screw extruder,,,polyethene//poly(bisphenol A carbonate),,Blend,,"Injection
As injection molded",,,,,,"['Glass transition temp. 127.2 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Tg for LDPE']",,C16H14O3,,,,,,,,,,,,,80,,254.28,P150011,26745-1-1-1,,CH2,,,,,,,,,,,,,20,,14.03,P010001,26745-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Li, Chaoqin; Zhang, Yong; Zhang, Yinxi , Journal of Applied Polymer Science , 89 , 3 , 589-595 (2003)"
BD000038,,Neat resin,,,,polyethene//poly(bisphenol A carbonate),,Blend,,"Injection
Boiling water treatment: Injection-molded sample immersed in boiling deoionized water for 12h and then in cool deionized water for another 12h, a cycle carried out in 1 day, this sample 2 cycles",,,,,,"['Glass transition temp. 109.2 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Tg for LDPE']",,C16H14O3,,,,,,,,,,,,,80,,254.28,P150011,26745-1-1-1,,CH2,,,,,,,,,,,,,20,,14.03,P010001,26745-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Li, Chaoqin; Zhang, Yong; Zhang, Yinxi , Journal of Applied Polymer Science , 89 , 3 , 589-595 (2003)"
BD000038,,Neat resin,,,,polyethene//poly(bisphenol A carbonate),,Blend,,"Injection
Boiling water treatment: Injection-molded sample immersed in boiling deoionized water for 12h and then in cool deionized water for another 12h, a cycle carried out in 1 day, this sample 20 cycles",,,,,,"['Glass transition temp. 110.1 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Remarks: Tg for LDPE']",,C16H14O3,,,,,,,,,,,,,80,,254.28,P150011,26745-1-1-1,,CH2,,,,,,,,,,,,,20,,14.03,P010001,26745-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Li, Chaoqin; Zhang, Yong; Zhang, Yinxi , Journal of Applied Polymer Science , 89 , 3 , 589-595 (2003)"
BD000051,"Thermoplastic,Crystal",Neat resin,Blended by supplier,,Compatible blend;DSC and DMA,polyethene//poly[ethene-co-(oct-1-ene)],,Blend,,"As received
Shape of Test Piece: Film
Remarks: (Film-A), t=50micron, (tensile test) 15*150mm, (DMA) 5*25mm",Supplied by Flexopack S.A. in film form,,,,,"['Glass transition temp. -5.8 [C]', 'Method: DMA', 'Condition: Heating rate;5C/min & Frequency;1Hz', 'Remarks: Temp. of tan(delta)peak, beta-transition', 'Related Info.(Transition temp.): Alpha and gamma transition temp.;70 and -122C, resp. (DMA)']",,CH2,,,,,,,,,,,,,,22,14.03,P010001,30538-1-1-1,,C2H4 / C8H16,,,,,,,,,,,,,,78,28.05 / 112.21,P900014,30538-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niaounakis, M.; Kontou, E. , Journal of Polymer Science, Part B: Polymer Physics , 43 , 13 , 1712-1727 (2005)"
BD000051,"Thermoplastic,Crystal",Neat resin,Blended by supplier,,Rather inhomogeneous blend;DSC and DMA,polyethene//poly[ethene-co-(oct-1-ene)],,Blend,,"As received
Shape of Test Piece: Film
Remarks: (Film-B), t=50micron, (tensile test) 15*150mm, (DMA) 5*25mm",Supplied by Flexopack S.A. in film form,,,,,"['Glass transition temp. -14 [C]', 'Method: DMA', 'Condition: Heating rate;5C/min & Frequency;1Hz', 'Remarks: Temp. of tan(delta)peak, beta-transition', 'Related Info.(Transition temp.): Alpha and gamma transition temp.;20 and -121C (DMA)']",,CH2,,,,,,,,,,,,,,22,14.03,P010001,30538-1-1-1,,C2H4 / C8H16,,,,,,,,,,,,,,78,28.05 / 112.21,P900014,30538-2-2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Niaounakis, M.; Kontou, E. , Journal of Polymer Science, Part B: Polymer Physics , 43 , 13 , 1712-1727 (2005)"
BD000072,"linear,Crystal",Neat resin,"Melt mixed in Brabender Plasticorder at 150C for 5-6min,molten mass removed from mixer,passed through two-roll mixing mill at RT to obtain sheet",,Laminated structure,"polyethene//poly[methylene/1-ethenylethylenee/but-1-ene-1,4-diyl/1-ethylethylen/1-phenylethylene]",,Blend,,"Compression: Pressed between two Al foils at 150C for 3min under 5MPa
Shape of Test Piece: Sheet
Remarks: t=1.75mm,blend designation HL20",,,,,,"['Glass transition temp. -26 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Related Info.(Transition temp.): beta-transition;-18C,gamma-transition;-107C, by DMTA']",,CH2 / C4H6 / C8H8 / C4H8 / C4H6,,,,,,,,,,,,,,80,14.03 / 54.09 / 104.15 / 56.11 / 54.09,P902501,20868-1-1-1,,CH2,,,,,,,,,,,,,,20,14.03,P010001,20868-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Sarkar, M.; De, P. P.; Bhowmick, Anil K. , Polymer , 39 , 26 , 6789-6800 (1998)"
BD000072,"linear,Crystal",Neat resin,"Melt mixed in Brabender Plasticorder at 150C for 5-6min,molten mass removed from mixer,passed through two-roll mixing mill at RT to obtain sheet",,Laminated structure,"polyethene//poly[methylene/1-ethenylethylenee/but-1-ene-1,4-diyl/1-ethylethylen/1-phenylethylene]",,Blend,,"Compression: Pressed between two Al foils at 150C for 3min under 5MPa
Shape of Test Piece: Sheet
Remarks: t=1.75mm,blend designation HL30",,,,,,"['Glass transition temp. -31 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Related Info.(Transition temp.): alpha-transition;72C,beta-transition;-21C,gamma-transition;-106C, by DMTA']",,CH2 / C4H6 / C8H8 / C4H8 / C4H6,,,,,,,,,,,,,,70,14.03 / 54.09 / 104.15 / 56.11 / 54.09,P902501,20868-1-1-1,,CH2,,,,,,,,,,,,,,30,14.03,P010001,20868-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Sarkar, M.; De, P. P.; Bhowmick, Anil K. , Polymer , 39 , 26 , 6789-6800 (1998)"
BD000072,"linear,Crystal",Neat resin,"Melt mixed in Brabender Plasticorder at 150C for 5-6min,molten mass removed from mixer,passed through two-roll mixing mill at RT to obtain sheet",,Laminated structure,"polyethene//poly[methylene/1-ethenylethylenee/but-1-ene-1,4-diyl/1-ethylethylen/1-phenylethylene]",,Blend,,"Compression: Pressed between two Al foils at 150C for 3min under 5MPa
Shape of Test Piece: Sheet
Remarks: t=1.75mm,blend designation HL40",,,,,,"['Glass transition temp. -32 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Related Info.(Transition temp.): alpha-transition;66C,beta-transition;-19C,gamma-transition;-104C, by DMTA']",,CH2 / C4H6 / C8H8 / C4H8 / C4H6,,,,,,,,,,,,,,60,14.03 / 54.09 / 104.15 / 56.11 / 54.09,P902501,20868-1-1-1,,CH2,,,,,,,,,,,,,,40,14.03,P010001,20868-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Sarkar, M.; De, P. P.; Bhowmick, Anil K. , Polymer , 39 , 26 , 6789-6800 (1998)"
BD000072,"linear,Crystal",Neat resin,"Melt mixed in Brabender Plasticorder at 150C for 5-6min,molten mass removed from mixer,passed through two-roll mixing mill at RT to obtain sheet",,Laminated structure,"polyethene//poly[methylene/1-ethenylethylenee/but-1-ene-1,4-diyl/1-ethylethylen/1-phenylethylene]",,Blend,,"Compression: Pressed between two Al foils at 150C for 3min under 5MPa
Shape of Test Piece: Sheet
Remarks: t=1.75mm,blend designation HL50",,,,,,"['Glass transition temp. -32 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Related Info.(Transition temp.): alpha-transition;64C,beta-transition;-20C,gamma-transition;-108C, by DMTA']",,CH2 / C4H6 / C8H8 / C4H8 / C4H6,,,,,,,,,,,,,,50,14.03 / 54.09 / 104.15 / 56.11 / 54.09,P902501,20868-1-1-1,,CH2,,,,,,,,,,,,,,50,14.03,P010001,20868-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Sarkar, M.; De, P. P.; Bhowmick, Anil K. , Polymer , 39 , 26 , 6789-6800 (1998)"
BD000072,"linear,Crystal",Neat resin,"Melt mixed in Brabender Plasticorder at 150C for 5-6min,molten mass removed from mixer,passed through two-roll mixing mill at RT to obtain sheet",,Laminated structure,"polyethene//poly[methylene/1-ethenylethylenee/but-1-ene-1,4-diyl/1-ethylethylen/1-phenylethylene]",,Blend,,"Compression: Pressed between two Al foils at 150C for 3min under 5MPa
Shape of Test Piece: Sheet
Remarks: t=1.75mm,blend designation HL60",,,,,,"['Glass transition temp. -32 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Related Info.(Transition temp.): alpha-transition;64C,beta-transition;-20C,gamma-transition;-105C, by DMTA']",,CH2 / C4H6 / C8H8 / C4H8 / C4H6,,,,,,,,,,,,,,40,14.03 / 54.09 / 104.15 / 56.11 / 54.09,P902501,20868-1-1-1,,CH2,,,,,,,,,,,,,,60,14.03,P010001,20868-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Sarkar, M.; De, P. P.; Bhowmick, Anil K. , Polymer , 39 , 26 , 6789-6800 (1998)"
BD000072,"linear,Crystal",Neat resin,"Melt mixed in Brabender Plasticorder at 150C for 5-6min,molten mass removed from mixer,passed through two-roll mixing mill at RT to obtain sheet",,Laminated structure,"polyethene//poly[methylene/1-ethenylethylenee/but-1-ene-1,4-diyl/1-ethylethylen/1-phenylethylene]",,Blend,,"Compression: Pressed between two Al foils at 150C for 3min under 5MPa
Shape of Test Piece: Sheet
Remarks: t=1.75mm,blend designation HL70",,,,,,"['Glass transition temp. -33 [C]', 'Method: DSC', 'Condition: Heating rate;10C/min', 'Related Info.(Transition temp.): alpha-transition;64C,beta-transition;-21C,gamma-transition;-103C, by DMTA']",,CH2 / C4H6 / C8H8 / C4H8 / C4H6,,,,,,,,,,,,,,30,14.03 / 54.09 / 104.15 / 56.11 / 54.09,P902501,20868-1-1-1,,CH2,,,,,,,,,,,,,,70,14.03,P010001,20868-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Sarkar, M.; De, P. P.; Bhowmick, Anil K. , Polymer , 39 , 26 , 6789-6800 (1998)"
BD000072,linear,Neat resin,"Melt mixed in Brabender Plasticorder at 160C for 5-6min,molten mass removed from mixer,passed through two-roll mixing mill at RT to obtain sheet",,,"polyethene//poly[methylene/1-ethenylethylenee/but-1-ene-1,4-diyl/1-ethylethylen/1-phenylethylene]",,Blend,,"Compression: Pressed between two Al foils at 160C for 3min under 5MPa
Shape of Test Piece: Sheet
Remarks: t=1.75mm",,,,,,"['Glass transition temp. -21 [C]', 'Method: DMA', 'Condition: Frequency;10Hz']",,CH2 / C4H6 / C8H8 / C4H8 / C4H6,,,,,,,,,,,,,,70,14.03 / 54.09 / 104.15 / 56.11 / 54.09,P902501,20868-7-1-1,,CH2,,,,,,,,,,,,,,30,14.03,P010001,20868-8-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"De Sarkar, M.; De, P. P.; Bhowmick, Anil K. , Polymer , 39 , 26 , 6789-6800 (1998)"
BD000081,,Neat resin,Reactor blend; Polymerization of propylene by ZN catalyst and MC catalyst,,,poly(prop-1-ene)//poly(prop-1-ene),,Blend,"Reactant: propylene
Type: addition
Mechanism: coordination
Style: solution polymn.
Catalyst: ZN catalyst and MC catalyst
Reference: A. Lisovskii, M. Shuster, M. Gishvoliner, G. Lidor, M. S. Eisen, Appl. Organomet. Chem., 12, 401-408 (1998a); A. Lisovskii, M. Shuster, M. Gishvoliner, G. Lidor, M. S. Eisen, J. Polym. Sci. Chem. 36, 3063-3072 (1998b)",As polymerized,,,,,,"['Glass transition temp. -2 [C]', 'Method: DSC', 'Condition: Heating rate;20C/min']",,C3H6,,,,,,,,,,,,,,,42.08,P010002,25056-2-1-1,,C3H6,,,,,,,,,,,,,,,42.08,P010002,25056-3-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Privalko, V. P.; Dolgoshey, V. B.; Privalko, E. G.; Shumsky, V. F.; Lisovskii, A.; Rodensky, M.; Eisen, M. S. , Journal of Macromolecular Science, Physics , B41 , 3 , 539-557 (2002)"
BD000081,Thermoplastic,Neat resin,"Melt mixed in Brabender plasticorder at 180C, 30rpm for 5min under N2",,,poly(prop-1-ene)//poly(prop-1-ene),,Blend,,"Compression: Compressed between plates at 180C for 5min under 20ton
Shape of Test Piece: Sheet
Remarks: (tensile test) t=0.8mm, w=6mm",,,,,,"['Glass transition temp. 8.396 [C]', 'Method: DMA', 'Condition: Frequency;1Hz', ""Remarks: Estd. from E'' peak""]",,C3H6,,,,,,,,,,,,,,85,42.08,P010002,29063-1-1-1,,C3H6,,,,,,,,,,,,,,15,42.08,P010002,29063-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abdouss, Majid; Sanjani, Naser Sharifi; Azizinejad, Fariborz; Shabani, Mohsen , Journal of Applied Polymer Science , 92 , 5 , 2871-2883 (2004)"
BD000082,Thermoplastic,Neat resin,"Melt mixed in Brabender plasticorder at 250C, 30rpm for 5min under N2",,,poly(prop-1-ene)//poly(prop-1-ene)//poly(hexano-6-lactam),,Blend,,"Compression: Compressed between plates at 250C for 5min under 20ton
Shape of Test Piece: Sheet
Remarks: (tensile test) t=0.8mm, w=6mm",,,,,,"['Glass transition temp. 3.5 [C]', 'Method: DMA', 'Condition: Frequency;1Hz', ""Remarks: Tg of PA 6, estd. from E'' peak""]",,C3H6,,,,,,,,,,,,,,85,42.08,P010002,,,C6H11NO,,,,,,,,,,,,,,15,113.16,P100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abdouss, Majid; Sanjani, Naser Sharifi; Azizinejad, Fariborz; Shabani, Mohsen , Journal of Applied Polymer Science , 92 , 5 , 2871-2883 (2004)"
BD000082,Thermoplastic,Neat resin,"Melt mixed in Brabender plasticorder at 250C, 30rpm for 5min under N2",,,poly(prop-1-ene)//poly(prop-1-ene)//poly(hexano-6-lactam),,Blend,,"Compression: Compressed between plates at 250C for 5min under 20ton
Shape of Test Piece: Sheet
Remarks: (tensile test) t=0.8mm, w=6mm",,,,,,"['Glass transition temp. 4.625 [C]', 'Method: DMA', 'Condition: Frequency;1Hz', ""Remarks: Estd. from E'' peak""]",,C3H6,,,,,,,,,,,,,,70,42.08,P010002,29063-1-1-1,,C3H6,,,,,,,,,,,,,,15,42.08,P010002,29063-2-1-1,,C6H11NO,,,,,,,,,,,,,,15,113.16,P100004,29063-3-1-1,,,,,,,,,,,,,,,,,,,,"Abdouss, Majid; Sanjani, Naser Sharifi; Azizinejad, Fariborz; Shabani, Mohsen , Journal of Applied Polymer Science , 92 , 5 , 2871-2883 (2004)"
BD000085,,Neat resin,Blend prepared by polymerization of styrene and propene using Ziegler-Natt catalyst,,,poly(prop-1-ene)//polystyrene,,Blend,"Reactant: styrene / propylene
Type: addition
Style: bulk polymn.
Catalyst: TiCl4/MgCl2/beta-diketone/methylaluminoxane [Al/Ti(mol/mol) = 300]
Additives: 3-indenyl-2,4-pentanediol as electron donor
Terminator: acidified ethanol
Condition: 50C, 1h",,,,,,,"['Glass transition temp. 84.5 [C]', 'Method: DMA', 'Condition: Heating rate; 10C/min', 'Remarks: Tg of sPS phase']",,C8H8,,,,,,,,,,,,,59,,104.15,P020001,22949-1-1-1,,C3H6,,,,,,,,,,,,,41,,42.08,P010002,22949-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Xu, Demin; Wang, Jun; Liu, Zhongyang; Ke, Yucai; Hu, Youliang , Macromolecular Chemistry and Physics , 202 , 9 , 1817-1823 (2001)"
BD000085,,Neat resin,Blend prepared by polymerization of styrene and propene using Ziegler-Natt catalyst,,,poly(prop-1-ene)//polystyrene,,Blend,"Reactant: styrene / propylene
Type: addition
Style: bulk polymn.
Catalyst: TiCl4/MgCl2/beta-diketone/methylaluminoxane [Al/Ti(mol/mol) = 300]
Additives: 3-indenyl-2,4-pentanediol as electron donor
Terminator: acidified ethanol
Condition: 60C, 1h",,,,,,,"['Glass transition temp. 21.5 [C]', 'Method: DMA', 'Condition: Heating rate; 10C/min', 'Remarks: Tg of iPP phase']",,C8H8,,,,,,,,,,,,,76.3,,104.15,P020001,22949-1-1-1,,C3H6,,,,,,,,,,,,,23.7,,42.08,P010002,22949-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Xu, Demin; Wang, Jun; Liu, Zhongyang; Ke, Yucai; Hu, Youliang , Macromolecular Chemistry and Physics , 202 , 9 , 1817-1823 (2001)"
BD000085,,Neat resin,Blend prepared by polymerization of styrene and propene using Ziegler-Natt catalyst,,,poly(prop-1-ene)//polystyrene,,Blend,"Reactant: styrene / propylene
Type: addition
Style: bulk polymn.
Catalyst: TiCl4/MgCl2/beta-diketone/methylaluminoxane [Al/Ti(mol/mol) = 300]
Additives: 3-indenyl-2,4-pentanediol as electron donor
Terminator: acidified ethanol
Condition: 70C, 1h",,,,,,,"['Glass transition temp. [Not Detected]', 'Method: DMA', 'Condition: Heating rate; 10C/min', 'Remarks: Tg of iPP phase']",,C8H8,,,,,,,,,,,,,82.1,,104.15,P020001,22949-1-1-1,,C3H6,,,,,,,,,,,,,17.9,,42.08,P010002,22949-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Xu, Demin; Wang, Jun; Liu, Zhongyang; Ke, Yucai; Hu, Youliang , Macromolecular Chemistry and Physics , 202 , 9 , 1817-1823 (2001)"
BD000085,Thermoplastic,Neat resin,Blended at 220C and 100rpm in single screw Brabender lab extruder,,,poly(prop-1-ene)//polystyrene,,Blend,,,,,,,,"['Glass transition temp. ca 106.6 [C]', 'Method: Modulated DSC', 'Condition: Heating rate;3C/min & second heating', 'Remarks: Tg of PS, taken from the Fig.2']",,C8H8,,,,,,,,,,,,,,20,104.15,P020001,38456-1-1-1,,C3H6,,,,,,,,,,,,,,80,42.08,P010002,38456-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thirtha, Vivek M.; Lehman, Richard L.; Nosker, Thomas J. , Materials Research Society Symposium Proceedings , 856E , 1-6 (2004)"
BD000085,Thermoplastic,Neat resin,Blended at 220C and 100rpm in single screw Brabender lab extruder,,,poly(prop-1-ene)//polystyrene,,Blend,,,,,,,,"['Glass transition temp. ca 106.1 [C]', 'Method: Modulated DSC', 'Condition: Heating rate;3C/min & second heating', 'Remarks: Tg of PS, taken from the Fig.2']",,C8H8,,,,,,,,,,,,,,40,104.15,P020001,38456-1-1-1,,C3H6,,,,,,,,,,,,,,60,42.08,P010002,38456-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thirtha, Vivek M.; Lehman, Richard L.; Nosker, Thomas J. , Materials Research Society Symposium Proceedings , 856E , 1-6 (2004)"
BD000085,Thermoplastic,Neat resin,Blended at 220C and 100rpm in single screw Brabender lab extruder,,,poly(prop-1-ene)//polystyrene,,Blend,,,,,,,,"['Glass transition temp. ca 104.7 [C]', 'Method: Modulated DSC', 'Condition: Heating rate;3C/min & second heating', 'Remarks: Tg of PS, taken from the Fig.2']",,C8H8,,,,,,,,,,,,,,60,104.15,P020001,38456-1-1-1,,C3H6,,,,,,,,,,,,,,40,42.08,P010002,38456-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thirtha, Vivek M.; Lehman, Richard L.; Nosker, Thomas J. , Materials Research Society Symposium Proceedings , 856E , 1-6 (2004)"
BD000085,Thermoplastic,Neat resin,Blended at 220C and 100rpm in single screw Brabender lab extruder,,,poly(prop-1-ene)//polystyrene,,Blend,,,,,,,,"['Glass transition temp. ca 103.6 [C]', 'Method: Modulated DSC', 'Condition: Heating rate;3C/min & second heating', 'Remarks: Tg of PS, taken from the Fig.2']",,C8H8,,,,,,,,,,,,,,80,104.15,P020001,38456-1-1-1,,C3H6,,,,,,,,,,,,,,20,42.08,P010002,38456-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thirtha, Vivek M.; Lehman, Richard L.; Nosker, Thomas J. , Materials Research Society Symposium Proceedings , 856E , 1-6 (2004)"
BD000085,Thermoplastic,Neat resin,Blended at 220C and 100rpm in single screw Brabender lab extruder,,,poly(prop-1-ene)//polystyrene,,Blend,,,,,,,,"['Glass transition temp. ca 102.4 [C]', 'Method: Modulated DSC', 'Condition: Heating rate;3C/min & second heating', 'Remarks: Tg of PS, taken from the Fig.2']",,C8H8,,,,,,,,,,,,,,90,104.15,P020001,38456-1-1-1,,C3H6,,,,,,,,,,,,,,10,42.08,P010002,38456-2-1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thirtha, Vivek M.; Lehman, Richard L.; Nosker, Thomas J. , Materials Research Society Symposium Proceedings , 856E , 1-6 (2004)"
BD000086,,Neat resin,,,,poly(prop-1-ene)//polystyrene//polystyrene-block-(hydrogenated polybutadiene)-block-polystyrene,,Blend,,,,,,,,"['Glass transition temp. 117.7 [C]', 'Method: DMA', 'Condition: Heating rate;5K/min&Frequency;1.0Hz', ""Remarks: Tg for PS-rich phase, peak top of E''""]",,C3H6,,,,,,,,,,,,,90,,42.08,P010002,40294-1-1-1,,C8H8,,,,,,,,,,,,,10,,104.15,P020001,40294-2-1-1,,C4H8 / C8H8 / C8H8 / C4H8,,,,,,,,,,,,,5,,56.11 / 104.15 / 104.15 / 56.11,P903208,40294-8-1-1,,,,,,,,,,,,,,,,,,,,"Brostow, Witold; Grguric, Tamara Holjevac; Olea-Mejia, Oscar; Pietkiewicz, Dorota; Rek, Vesna , e-Polymers , 1-12 (2008)"
BD000086,,Neat resin,,,,poly(prop-1-ene)//polystyrene//polystyrene-block-(hydrogenated polybutadiene)-block-polystyrene,,Blend,,,,,,,,"['Glass transition temp. 117.0 [C]', 'Method: DMA', 'Condition: Heating rate;5K/min&Frequency;1.0Hz', ""Remarks: Tg for PS-rich phase, peak top of E''""]",,C3H6,,,,,,,,,,,,,80,,42.08,P010002,40294-1-1-1,,C8H8,,,,,,,,,,,,,20,,104.15,P020001,40294-2-1-1,,C4H8 / C8H8 / C8H8 / C4H8,,,,,,,,,,,,,5,,56.11 / 104.15 / 104.15 / 56.11,P903208,40294-8-1-1,,,,,,,,,,,,,,,,,,,,"Brostow, Witold; Grguric, Tamara Holjevac; Olea-Mejia, Oscar; Pietkiewicz, Dorota; Rek, Vesna , e-Polymers , 1-12 (2008)"
BD000086,,Neat resin,,,,poly(prop-1-ene)//polystyrene//polystyrene-block-(hydrogenated polybutadiene)-block-polystyrene,,Blend,,,,,,,,"['Glass transition temp. 117.9 [C]', 'Method: DMA', 'Condition: Heating rate;5K/min&Frequency;1.0Hz', ""Remarks: Tg for PS-rich phase, peak top of E''""]",,C3H6,,,,,,,,,,,,,50,,42.08,P010002,40294-1-1-1,,C8H8,,,,,,,,,,,,,50,,104.15,P020001,40294-2-1-1,,C4H8 / C8H8 / C8H8 / C4H8,,,,,,,,,,,,,5,,56.11 / 104.15 / 104.15 / 56.11,P903208,40294-8-1-1,,,,,,,,,,,,,,,,,,,,"Brostow, Witold; Grguric, Tamara Holjevac; Olea-Mejia, Oscar; Pietkiewicz, Dorota; Rek, Vesna , e-Polymers , 1-12 (2008)"
